application_id,county,program,application_date,age,application_stage,status,completion_status,reason_not_enrolled,cohort_year,Applied,Screened,Interviewed,Enrolled,Drop-off Stage
PTG-102106,Kisumu,Technovation,2020-04-05,20,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2020,Yes,No,No,No,Application Drop-off
PTG-106057,Nairobi,Codehack,2022-07-25,21,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2022,Yes,No,No,No,Application Drop-off
PTG-110028,Nairobi,Django Girls,2019-03-05,21,Applied Only - No Further Progress,Withdrawn,Not Enrolled,No trainer capacity,2019,Yes,No,No,No,Application Drop-off
PTG-111237,Mombasa,Codehack,2017-12-23,24,Enrolled,Enrolled,Completed,N/A - Enrolled,2017,Yes,Yes,Yes,Yes,Enrolled
PTG-113459,Nairobi,Technovation,2018-08-05,22,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2018,Yes,Yes,No,No,Screening Drop-off
PTG-106349,Nakuru,STEM Cafe Kenya,2024-08-14,22,Enrolled,Enrolled,Completed,N/A - Enrolled,2024,Yes,Yes,Yes,Yes,Enrolled
PTG-115721,Nairobi,Technovation,2023-06-03,20,Applied Only - No Further Progress,Rejected,Not Enrolled,Session full / capacity reached,2023,Yes,No,No,No,Application Drop-off
PTG-100290,Kisumu,Django Girls,2022-01-08,23,Applied Only - No Further Progress,Withdrawn,Not Enrolled,No trainer capacity,2022,Yes,No,No,No,Application Drop-off
PTG-103819,Nairobi,Mombasa Girls in STEM,2023-03-21,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2023,Yes,Yes,Yes,Yes,Enrolled
PTG-119422,Nakuru,Africa Code Week,2026-05-27,21,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2026,Yes,No,No,No,Application Drop-off
PTG-116247,Lamu,Codehack,2024-12-02,23,Screened - Not Interviewed,Rejected,Not Enrolled,Failed screening,2024,Yes,Yes,No,No,Screening Drop-off
PTG-113529,Lamu,STEM Cafe Kenya,2018-08-04,21,Applied Only - No Further Progress,Rejected,Not Enrolled,Failed screening,2018,Yes,No,No,No,Application Drop-off
PTG-110859,Nairobi,STEM Cafe Kenya,2024-04-26,24,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2024,Yes,No,No,No,Application Drop-off
PTG-113596,Kisumu,STEM Cafe Kenya,2019-01-25,17,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2019,Yes,Yes,No,No,Screening Drop-off
PTG-105564,Mombasa,Django Girls,2022-12-06,18,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2022,Yes,No,No,No,Application Drop-off
PTG-105408,Nakuru,Africa Code Week,2025-02-14,22,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Device unavailable,2025,Yes,Yes,Yes,No,Interview Drop-off
PTG-102327,Kisumu,STEM Cafe Kenya,2021-12-17,24,Interviewed - Not Enrolled,Rejected,Not Enrolled,Session full / capacity reached,2021,Yes,Yes,Yes,No,Interview Drop-off
PTG-119355,Kisumu,Codehack,2023-10-18,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Applicant withdrew,2023,Yes,No,No,No,Application Drop-off
PTG-104791,Mombasa,Africa Code Week,2021-09-24,21,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Session full / capacity reached,2021,Yes,Yes,Yes,No,Interview Drop-off
PTG-105301,Nairobi,Mombasa Girls in STEM,2025-12-06,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-119833,Mombasa,Codehack,2026-06-20,20,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Applicant withdrew,2026,Yes,No,No,No,Application Drop-off
PTG-107218,Nairobi,Mombasa Girls in STEM,2021-11-24,24,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2021,Yes,No,No,No,Application Drop-off
PTG-116637,Mombasa,Codehack,2020-04-11,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2020,Yes,Yes,Yes,Yes,Enrolled
PTG-117973,Nakuru,Mombasa Girls in STEM,2019-07-17,21,Enrolled,Enrolled,Completed,N/A - Enrolled,2019,Yes,Yes,Yes,Yes,Enrolled
PTG-107823,Kisumu,STEM Cafe Kenya,2022-02-17,18,Applied Only - No Further Progress,Rejected,Not Enrolled,Applicant withdrew,2022,Yes,No,No,No,Application Drop-off
PTG-119485,Kisumu,Africa Code Week,2016-07-12,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2016,Yes,No,No,No,Application Drop-off
PTG-113098,Mombasa,Codehack,2026-01-22,23,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2026,Yes,No,No,No,Application Drop-off
PTG-103480,Mombasa,Mombasa Girls in STEM,2025-10-03,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-104182,Mombasa,Africa Code Week,2018-06-08,26,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2018,Yes,Yes,No,No,Screening Drop-off
PTG-110576,Nairobi,Technovation,2022-12-04,20,Interviewed - Not Enrolled,Rejected,Not Enrolled,Device unavailable,2022,Yes,Yes,Yes,No,Interview Drop-off
PTG-101796,Nakuru,Codehack,2019-07-16,17,Applied Only - No Further Progress,Rejected,Not Enrolled,Applicant withdrew,2019,Yes,No,No,No,Application Drop-off
PTG-106900,Kisumu,Technovation,2020-06-11,21,Applied Only - No Further Progress,Rejected,Not Enrolled,Ineligible (age/criteria),2020,Yes,No,No,No,Application Drop-off
PTG-113227,Lamu,Codehack,2025-07-30,24,Applied Only - No Further Progress,Rejected,Not Enrolled,Applicant withdrew,2025,Yes,No,No,No,Application Drop-off
PTG-103563,Lamu,Africa Code Week,2016-04-15,23,Applied Only - No Further Progress,Rejected,Not Enrolled,Session full / capacity reached,2016,Yes,No,No,No,Application Drop-off
PTG-102709,Nairobi,Technovation,2023-11-11,18,Applied Only - No Further Progress,Withdrawn,Not Enrolled,No trainer capacity,2023,Yes,No,No,No,Application Drop-off
PTG-114677,Nairobi,Codehack,2015-05-25,25,Enrolled,Enrolled,Completed,N/A - Enrolled,2015,Yes,Yes,Yes,Yes,Enrolled
PTG-103713,Mombasa,Codehack,2025-11-25,22,Enrolled,Enrolled,Completed,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-118415,Nairobi,Africa Code Week,2025-06-24,22,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2025,Yes,No,No,No,Application Drop-off
PTG-103139,Nairobi,Django Girls,2020-04-28,20,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2020,Yes,No,No,No,Application Drop-off
PTG-113147,Nakuru,Technovation,2022-08-23,25,Enrolled,Enrolled,Completed,N/A - Enrolled,2022,Yes,Yes,Yes,Yes,Enrolled
PTG-115301,Nakuru,Django Girls,2021-05-29,18,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2021,Yes,Yes,No,No,Screening Drop-off
PTG-102013,Nakuru,Codehack,2015-02-26,21,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2015,Yes,No,No,No,Application Drop-off
PTG-111152,Nairobi,Technovation,2019-12-06,20,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2019,Yes,No,No,No,Application Drop-off
PTG-111501,Mombasa,Mombasa Girls in STEM,2025-08-09,25,Enrolled,Enrolled,Completed,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-111993,Mombasa,Mombasa Girls in STEM,2017-04-15,24,Interviewed - Not Enrolled,Rejected,Not Enrolled,Not Specified,2017,Yes,Yes,Yes,No,Interview Drop-off
PTG-117557,Nairobi,Mombasa Girls in STEM,2023-01-20,17,Screened - Not Interviewed,Rejected,Not Enrolled,Applicant withdrew,2023,Yes,Yes,No,No,Screening Drop-off
PTG-108997,Nakuru,Technovation,2026-01-15,26,Applied Only - No Further Progress,Rejected,Not Enrolled,Not Specified,2026,Yes,No,No,No,Application Drop-off
PTG-101234,Mombasa,Mombasa Girls in STEM,2025-05-31,17,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-117861,Mombasa,Django Girls,2016-03-02,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2016,Yes,Yes,Yes,Yes,Enrolled
PTG-107106,Nakuru,Mombasa Girls in STEM,2021-05-23,19,Enrolled,Enrolled,In Progress,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-116943,Mombasa,Technovation,2023-12-05,21,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Ineligible (age/criteria),2023,Yes,No,No,No,Application Drop-off
PTG-110340,Nakuru,Django Girls,2023-03-24,19,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2023,Yes,No,No,No,Application Drop-off
PTG-112352,Mombasa,Django Girls,2023-05-18,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2023,Yes,Yes,Yes,Yes,Enrolled
PTG-100082,Nairobi,Africa Code Week,2018-12-26,18,Enrolled,Enrolled,Completed,N/A - Enrolled,2018,Yes,Yes,Yes,Yes,Enrolled
PTG-106904,Nairobi,Codehack,2025-03-02,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2025,Yes,No,No,No,Application Drop-off
PTG-119251,Nairobi,Technovation,2021-12-19,17,Screened - Not Interviewed,Rejected,Not Enrolled,Ineligible (age/criteria),2021,Yes,Yes,No,No,Screening Drop-off
PTG-107092,Mombasa,STEM Cafe Kenya,2017-05-02,24,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2017,Yes,No,No,No,Application Drop-off
PTG-102293,Nakuru,Django Girls,2016-09-14,28,Enrolled,Enrolled,Completed,N/A - Enrolled,2016,Yes,Yes,Yes,Yes,Enrolled
PTG-115318,Kisumu,STEM Cafe Kenya,2019-01-06,23,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Session full / capacity reached,2019,Yes,Yes,Yes,No,Interview Drop-off
PTG-109110,Nakuru,Africa Code Week,2015-08-11,19,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Ineligible (age/criteria),2015,Yes,No,No,No,Application Drop-off
PTG-106049,Mombasa,Django Girls,2021-04-05,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-117177,Mombasa,Codehack,2026-02-26,22,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Ineligible (age/criteria),2026,Yes,No,No,No,Application Drop-off
PTG-113468,Mombasa,STEM Cafe Kenya,2017-04-13,22,Applied Only - No Further Progress,Rejected,Not Enrolled,Ineligible (age/criteria),2017,Yes,No,No,No,Application Drop-off
PTG-117462,Mombasa,STEM Cafe Kenya,2016-09-28,24,Applied Only - No Further Progress,Rejected,Not Enrolled,Session full / capacity reached,2016,Yes,No,No,No,Application Drop-off
PTG-118439,Mombasa,STEM Cafe Kenya,2024-11-15,20,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2024,Yes,No,No,No,Application Drop-off
PTG-112290,Nakuru,Mombasa Girls in STEM,2026-03-14,19,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Applicant withdrew,2026,Yes,No,No,No,Application Drop-off
PTG-119105,Mombasa,Mombasa Girls in STEM,2022-02-04,18,Interviewed - Not Enrolled,Rejected,Not Enrolled,Session full / capacity reached,2022,Yes,Yes,Yes,No,Interview Drop-off
PTG-106219,Mombasa,Africa Code Week,2019-10-30,17,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2019,Yes,No,No,No,Application Drop-off
PTG-115493,Mombasa,Codehack,2025-08-21,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-114661,Mombasa,Codehack,2021-02-09,23,Enrolled,Enrolled,Completed,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-119173,Mombasa,Django Girls,2024-10-10,20,Applied Only - No Further Progress,Rejected,Not Enrolled,Applicant withdrew,2024,Yes,No,No,No,Application Drop-off
PTG-113712,Mombasa,STEM Cafe Kenya,2025-01-09,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Applicant withdrew,2025,Yes,No,No,No,Application Drop-off
PTG-114956,Nairobi,STEM Cafe Kenya,2021-08-10,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2021,Yes,No,No,No,Application Drop-off
PTG-106729,Nakuru,STEM Cafe Kenya,2022-02-27,18,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2022,Yes,Yes,No,No,Screening Drop-off
PTG-108027,Nairobi,Technovation,2022-06-22,20,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Session full / capacity reached,2022,Yes,Yes,Yes,No,Interview Drop-off
PTG-102380,Nairobi,STEM Cafe Kenya,2025-02-16,18,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-113441,Nairobi,Technovation,2019-09-20,24,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2019,Yes,No,No,No,Application Drop-off
PTG-113056,Mombasa,Mombasa Girls in STEM,2017-07-23,23,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2017,Yes,Yes,No,No,Screening Drop-off
PTG-111750,Nairobi,Django Girls,2022-11-20,18,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2022,Yes,Yes,No,No,Screening Drop-off
PTG-119273,Kisumu,Africa Code Week,2021-11-19,19,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2021,Yes,Yes,No,No,Screening Drop-off
PTG-112773,Lamu,Codehack,2017-01-29,23,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2017,Yes,No,No,No,Application Drop-off
PTG-115620,Mombasa,Technovation,2019-09-25,18,Applied Only - No Further Progress,Withdrawn,Not Enrolled,No trainer capacity,2019,Yes,No,No,No,Application Drop-off
PTG-113329,Nairobi,Mombasa Girls in STEM,2025-10-20,17,Applied Only - No Further Progress,Rejected,Not Enrolled,Applicant withdrew,2025,Yes,No,No,No,Application Drop-off
PTG-108718,Mombasa,Africa Code Week,2021-06-05,22,Applied Only - No Further Progress,Rejected,Not Enrolled,Failed screening,2021,Yes,No,No,No,Application Drop-off
PTG-101027,Nairobi,Django Girls,2021-11-03,22,Enrolled,Enrolled,Completed,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-107252,Nairobi,Technovation,2025-10-02,18,Applied Only - No Further Progress,Withdrawn,Not Enrolled,No trainer capacity,2025,Yes,No,No,No,Application Drop-off
PTG-111158,Mombasa,STEM Cafe Kenya,2022-08-16,25,Enrolled,Enrolled,Completed,N/A - Enrolled,2022,Yes,Yes,Yes,Yes,Enrolled
PTG-110284,Mombasa,STEM Cafe Kenya,2017-07-28,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2017,Yes,Yes,Yes,Yes,Enrolled
PTG-103016,Nairobi,STEM Cafe Kenya,2021-03-12,21,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2021,Yes,Yes,No,No,Screening Drop-off
PTG-106416,Mombasa,Africa Code Week,2017-03-06,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2017,Yes,No,No,No,Application Drop-off
PTG-106871,Nakuru,Django Girls,2020-08-01,17,Enrolled,Enrolled,In Progress,N/A - Enrolled,2020,Yes,Yes,Yes,Yes,Enrolled
PTG-119892,Mombasa,Africa Code Week,2026-01-31,23,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2026,Yes,No,No,No,Application Drop-off
PTG-100902,Nairobi,Mombasa Girls in STEM,2026-04-03,19,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2026,Yes,No,No,No,Application Drop-off
PTG-109315,Nairobi,Africa Code Week,2025-09-02,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-119171,Kisumu,Mombasa Girls in STEM,2017-03-30,18,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2017,Yes,Yes,No,No,Screening Drop-off
PTG-101349,Mombasa,Mombasa Girls in STEM,2024-12-11,20,Interviewed - Not Enrolled,Rejected,Not Enrolled,Not Specified,2024,Yes,Yes,Yes,No,Interview Drop-off
PTG-108314,Mombasa,STEM Cafe Kenya,2023-11-28,17,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2023,Yes,Yes,No,No,Screening Drop-off
PTG-101114,Kisumu,Mombasa Girls in STEM,2019-07-28,18,Screened - Not Interviewed,Rejected,Not Enrolled,Failed screening,2019,Yes,Yes,No,No,Screening Drop-off
PTG-103070,Mombasa,Codehack,2024-12-22,21,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2024,Yes,Yes,Yes,Yes,Enrolled
PTG-107647,Nakuru,Africa Code Week,2021-05-24,22,Screened - Not Interviewed,Rejected,Not Enrolled,Applicant withdrew,2021,Yes,Yes,No,No,Screening Drop-off
PTG-106776,Nakuru,Codehack,2024-09-24,26,Applied Only - No Further Progress,Rejected,Not Enrolled,Failed screening,2024,Yes,No,No,No,Application Drop-off
PTG-115022,Mombasa,STEM Cafe Kenya,2020-07-01,28,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Failed screening,2020,Yes,Yes,Yes,No,Interview Drop-off
PTG-117127,Nakuru,Codehack,2026-02-09,24,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2026,Yes,Yes,No,No,Screening Drop-off
PTG-117710,Kisumu,Mombasa Girls in STEM,2021-12-09,21,Enrolled,Enrolled,Completed,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-110065,Kisumu,Codehack,2025-07-30,19,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2025,Yes,Yes,No,No,Screening Drop-off
PTG-103974,Mombasa,Technovation,2019-04-29,24,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2019,Yes,Yes,No,No,Screening Drop-off
PTG-113432,Nakuru,Africa Code Week,2020-02-17,21,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2020,Yes,No,No,No,Application Drop-off
PTG-100504,Mombasa,Codehack,2021-01-20,17,Applied Only - No Further Progress,Rejected,Not Enrolled,Session full / capacity reached,2021,Yes,No,No,No,Application Drop-off
PTG-116409,Nairobi,Africa Code Week,2023-10-02,23,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2023,Yes,Yes,No,No,Screening Drop-off
PTG-117268,Mombasa,Django Girls,2026-06-13,21,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2026,Yes,Yes,Yes,Yes,Enrolled
PTG-112266,Mombasa,STEM Cafe Kenya,2021-06-16,23,Enrolled,Enrolled,Completed,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-102631,Mombasa,Mombasa Girls in STEM,2022-01-05,18,Enrolled,Enrolled,Completed,N/A - Enrolled,2022,Yes,Yes,Yes,Yes,Enrolled
PTG-112803,Lamu,STEM Cafe Kenya,2021-03-18,18,Enrolled,Enrolled,Completed,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-100534,Nakuru,STEM Cafe Kenya,2021-12-06,21,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-111191,Kisumu,Technovation,2022-11-17,23,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2022,Yes,Yes,No,No,Screening Drop-off
PTG-108193,Mombasa,STEM Cafe Kenya,2024-05-23,18,Interviewed - Not Enrolled,Rejected,Not Enrolled,Device unavailable,2024,Yes,Yes,Yes,No,Interview Drop-off
PTG-102200,Mombasa,Django Girls,2022-04-13,19,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2022,Yes,Yes,Yes,Yes,Enrolled
PTG-113075,Nakuru,STEM Cafe Kenya,2021-08-29,23,Screened - Not Interviewed,Rejected,Not Enrolled,Failed screening,2021,Yes,Yes,No,No,Screening Drop-off
PTG-110892,Nakuru,Codehack,2022-09-20,17,Applied Only - No Further Progress,Rejected,Not Enrolled,Session full / capacity reached,2022,Yes,No,No,No,Application Drop-off
PTG-114672,Nairobi,STEM Cafe Kenya,2025-12-15,19,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2025,Yes,No,No,No,Application Drop-off
PTG-119805,Mombasa,Mombasa Girls in STEM,2024-03-24,20,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2024,Yes,Yes,No,No,Screening Drop-off
PTG-109423,Nakuru,Africa Code Week,2015-01-03,22,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2015,Yes,Yes,No,No,Screening Drop-off
PTG-118473,Nakuru,STEM Cafe Kenya,2017-04-13,18,Enrolled,Enrolled,Completed,N/A - Enrolled,2017,Yes,Yes,Yes,Yes,Enrolled
PTG-117076,Nakuru,Technovation,2020-10-31,19,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2020,Yes,Yes,No,No,Screening Drop-off
PTG-109001,Mombasa,Codehack,2020-04-30,24,Applied Only - No Further Progress,Rejected,Not Enrolled,Failed screening,2020,Yes,No,No,No,Application Drop-off
PTG-106621,Mombasa,Django Girls,2023-01-20,18,Enrolled,Enrolled,Completed,N/A - Enrolled,2023,Yes,Yes,Yes,Yes,Enrolled
PTG-104464,Mombasa,Django Girls,2020-03-17,19,Interviewed - Not Enrolled,Rejected,Not Enrolled,Device unavailable,2020,Yes,Yes,Yes,No,Interview Drop-off
PTG-117992,Kisumu,STEM Cafe Kenya,2019-06-11,27,Enrolled,Enrolled,Completed,N/A - Enrolled,2019,Yes,Yes,Yes,Yes,Enrolled
PTG-106988,Mombasa,Codehack,2024-08-19,19,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Failed screening,2024,Yes,No,No,No,Application Drop-off
PTG-111677,Nakuru,STEM Cafe Kenya,2019-02-03,20,Enrolled,Enrolled,In Progress,N/A - Enrolled,2019,Yes,Yes,Yes,Yes,Enrolled
PTG-116242,Nairobi,Africa Code Week,2022-10-24,21,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Session full / capacity reached,2022,Yes,Yes,Yes,No,Interview Drop-off
PTG-107913,Mombasa,Codehack,2022-07-18,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2022,Yes,Yes,Yes,Yes,Enrolled
PTG-101051,Nakuru,Codehack,2022-10-27,21,Screened - Not Interviewed,Rejected,Not Enrolled,Failed screening,2022,Yes,Yes,No,No,Screening Drop-off
PTG-104623,Mombasa,Technovation,2018-01-04,25,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Device unavailable,2018,Yes,Yes,Yes,No,Interview Drop-off
PTG-119395,Nairobi,Codehack,2022-05-22,24,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2022,Yes,Yes,No,No,Screening Drop-off
PTG-102796,Nakuru,Codehack,2021-07-12,24,Screened - Not Interviewed,Rejected,Not Enrolled,Ineligible (age/criteria),2021,Yes,Yes,No,No,Screening Drop-off
PTG-116652,Mombasa,STEM Cafe Kenya,2023-09-28,20,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2023,Yes,No,No,No,Application Drop-off
PTG-104090,Mombasa,Technovation,2017-09-12,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2017,Yes,Yes,Yes,Yes,Enrolled
PTG-107591,Mombasa,STEM Cafe Kenya,2020-03-05,21,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2020,Yes,No,No,No,Application Drop-off
PTG-103638,Nairobi,STEM Cafe Kenya,2021-03-08,17,Applied Only - No Further Progress,Rejected,Not Enrolled,Ineligible (age/criteria),2021,Yes,No,No,No,Application Drop-off
